name,rating,country,month_year,food_senti,service_senti,resta_senti,price_senti,room_senti,review_senti,subject_senti
paulini,5,utah,Dec-13,1,0,0,0,3,5,1
JasoninNewtown,5,canada,Dec-13,3,0,0,0,1,10,2
pillowsofwanderlust,4,australia,Dec-13,0,0,0,0,0,6,0
harinibrk,4,mumbai,Dec-13,1,0,0,0,2,7,1
Barbara W,4,new zealand,Dec-13,0,0,0,0,2,10,3
Biogeog,5,null,Dec-13,0,0,0,0,5,15,1
Andrew D,5,delaware,Dec-13,0,2,0,0,0,9,1
MumbaiIndiTraveller,3,manchester,Dec-13,0,0,0,0,0,3,0
bluebiker,4,australia.,Dec-13,0,0,0,0,0,4,-1
KittyExplorers,4,null,Dec-13,0,0,0,0,3,7,1
ECURBLEBO1,4,uk,Dec-13,0,0,0,0,0,8,1
MattUKManchester,5,australia,Dec-13,2,0,0,0,6,11,0
Swansforever,5,singapore,Dec-13,0,0,0,0,6,13,4
Irov1,2,united kingdom,Dec-13,0,0,0,2,0,7,3
catblackcat,5,germany,Dec-13,0,0,0,0,0,5,1
DanSS74,5,singapore,Dec-13,0,0,0,0,5,11,1
derekang1980,4,united kingdom,Dec-13,0,0,0,0,3,7,2
T_R_Grant,5,philippines,Dec-13,0,0,0,0,6,15,1
FamTrescher,5,australia,Dec-13,15,0,0,0,15,18,0
lynnnss,4,singapore,Dec-13,2,0,0,0,0,5,1
David W,3,new york,Dec-13,-1,0,0,0,-1,5,1
AchZir,5,australia,Dec-13,0,0,0,0,0,5,1
joleneacox,2,florida,Dec-13,0,0,0,1,3,4,1
Diving-Addiction00,5,mexico,Dec-13,0,0,0,0,2,4,0
Peachhat,4,california,Dec-13,0,0,0,0,0,6,0
MarkP4,4,china,Nov-13,0,0,0,0,0,8,-1
JoelNili,5,utah,Nov-13,0,3,0,0,2,9,1
velezmar,5,new york,Nov-13,0,0,0,0,4,5,1
Europefan11111,5,australia,Nov-13,0,0,0,0,0,4,1
commabys,5,northern california,Nov-13,0,0,0,1,0,7,0
FlynPenny,5,halifax,Nov-13,0,0,3,0,0,18,1
Ktravel_13,4,orlando,Nov-13,0,0,0,0,4,9,2
PamNord,4,france,Nov-13,0,0,0,0,0,6,1
luxetraveler,5,new zealand,Nov-13,0,0,1,1,3,13,1
LyndaHalifax,5,california,Nov-13,1,0,0,0,0,2,1
TinyThots,3,australia,Nov-13,0,0,0,2,4,13,0
Anders A,4,london,Nov-13,0,0,0,0,0,5,1
David P,5,united kingdom,Nov-13,0,0,0,0,3,5,0
frequentstaydude,4,papua new guinea,Nov-13,0,0,0,0,0,6,0
ClarkePhillips,5,united kingdom,Nov-13,0,0,0,0,0,4,1
Bigal57,4,indonesia,Nov-13,0,0,0,0,5,8,1
William A,4,australia,Nov-13,0,0,0,1,0,8,0
NLRTRAVELLER,5,japan,Nov-13,0,4,0,0,4,14,1
John C,5,gold coast,Nov-13,0,0,3,0,3,11,1
retinadoc52,3,oregon,Nov-13,0,0,0,0,0,1,1
Geraldyne W,5,indonesia,Nov-13,5,0,0,0,0,6,0
NamidA88,4,switzerland,Nov-13,0,1,0,0,0,7,2
noelandmaxine,5,australia,Nov-13,0,0,0,0,2,8,1
Spamsushi,4,colorado,Nov-13,0,0,0,0,0,9,1
applecart3355,4,calgary,Nov-13,0,0,0,0,0,7,2
robert_bos53,5,oxfordshire,Nov-13,0,0,0,0,0,8,0
LeonieshorncliffeQLD,3,malaysia,Nov-13,0,0,1,0,0,5,1
Mahjarunner,3,milton keynes,Nov-13,0,0,0,0,0,8,-1
Sludgefactory,5,perth,Nov-13,0,0,1,0,3,7,2
grantravels,4,south australia,Nov-13,0,0,4,0,4,10,1
Mas Illazreen G,2,australia,Nov-13,0,0,0,0,2,3,1
Nodutchdolly,4,singapore,Nov-13,0,0,0,0,1,6,1
GerryOz,5,indonesia,Nov-13,0,0,0,0,4,8,0
Andrew R,4,sydney,Nov-13,0,0,0,0,0,2,1
610Michael,5,virginia,Nov-13,0,3,0,0,3,14,1
wenlong82,5,ga,Nov-13,0,6,0,0,6,8,2
TanjungBaraDiver,3,doha,Oct-13,0,0,0,0,2,5,0
tdeadman,5,singapore,Oct-13,0,0,0,0,4,14,0
Chris U,5,california,Oct-13,0,0,0,0,4,16,1
BUCKETLISTTRAVELERS,4,singapore,Oct-13,0,0,0,0,1,6,1
dohadiverdiva,4,india,Oct-13,0,0,0,0,0,6,1
LuxeTravelerHK,4,erkner,Oct-13,0,0,0,0,0,8,1
packedandready2go,4,illinois,Oct-13,0,0,0,0,2,5,1
The_TRH_Website,5,maarheeze,Oct-13,0,0,0,0,0,7,2
SriniSRA,4,singapore,Oct-13,0,0,0,0,3,7,3
Ralleloco74,5,basel,Oct-13,2,3,0,0,2,11,1
Arjuna888,5,palo alto ca,Oct-13,0,0,0,0,4,7,1
Wim v,4,australia,Oct-13,0,0,0,0,4,10,1
zomar73,5,victoria,Oct-13,2,0,0,0,2,8,1
samtech,4,port moresby,Oct-13,0,0,0,0,0,12,0
BruderLustig,5,indonesia,Oct-13,0,0,0,0,2,7,1
Max M,4,bostonbeacon,Oct-13,0,0,0,0,2,7,1
Aussiecharles,5,australia,Oct-13,0,0,0,0,0,9,1
Raitman,4,null,Oct-13,0,0,0,0,0,5,1
oliver h,5,california,Oct-13,0,1,0,1,1,3,2
bostonbeacon,5,papua new guinea,Oct-13,0,0,0,0,4,11,4
100by40,5,united kingdom,Oct-13,0,2,0,0,2,7,1
TopGun666,4,montana,Oct-13,0,0,0,0,0,-1,1
Greg2951,5,australia,Oct-13,0,0,0,0,5,10,1
ExLibris76,4,australia,Oct-13,0,0,0,0,0,3,2
Jane R,3,australia,Oct-13,-1,0,0,-1,4,5,0
JSLUMA,4,australia,Oct-13,0,0,0,0,0,7,1
Victoria J,5,adelaide,Oct-13,0,0,0,0,5,9,2
Rattyos,5,oz,Oct-13,0,0,0,0,3,7,1
sparoz,5,india,Oct-13,3,0,0,0,0,5,1
Trippin_4Kicks,4,texas,Oct-13,0,0,0,0,7,12,1
DeeKayAdelaide,5,australia,Oct-13,0,0,0,0,5,12,2
xln747,5,australia,Oct-13,0,2,0,0,4,8,1
Jayesh D,5,hawaii,Oct-13,10,1,0,0,10,14,1
William H,5,australia,Oct-13,0,0,0,0,6,11,1
Bruce I,5,new zealand,Oct-13,0,0,0,0,3,5,1
Kirsten6,5,uk,Oct-13,0,1,0,0,3,8,1
David U,5,finland,Oct-13,0,0,0,0,3,7,0
nicoleara,5,jakarta,Oct-13,0,0,0,0,6,9,3
PeteWH,4,sydney,Oct-13,0,0,0,0,2,5,0
andycLeeds_UK,5,north carolina,Oct-13,0,0,0,0,2,4,1
Suzindo,5,new south wales,Oct-13,0,0,0,0,3,9,1
Robert B W,5,oregon,Oct-13,3,0,3,0,4,13,1
catcowan,4,australia,Oct-13,1,1,1,0,3,12,2
SPWCamaro,5,canada,Oct-13,0,0,0,0,2,10,1
Patrick H,5,australia,Oct-13,0,0,0,0,0,12,1
subwaymark,5,california,Oct-13,0,0,0,0,3,9,1
amcwam,5,new jersey,Oct-13,0,0,0,0,3,4,2
novel2013,5,oz,Oct-13,0,0,0,0,3,6,1
Streaka_2011,4,texas,Oct-13,2,0,0,4,0,17,3
Fred W,2,india,Oct-13,0,0,0,-2,0,6,-2
jovan v,3,australia,Oct-13,1,0,0,2,1,8,1
oftentraveller45,5,australia,Oct-13,0,0,0,0,3,15,0
ASB052,5,wisconsin,Oct-13,1,1,1,0,0,3,1
LovelyDMalik,4,sydney,Oct-13,10,0,0,0,10,12,2
NikolaGuy,3,malaysia,Oct-13,0,-1,0,0,3,8,4
Wandering_Family_Aus,4,tn usa,Oct-13,0,0,0,0,1,2,0
JetsForFunJourneys,4,the hague,Oct-13,0,0,0,0,0,11,0
PhilthetravellerXI,3,null,Sep-13,0,0,2,0,0,5,2
TravellingStilettos,4,sydney,Sep-13,0,0,0,0,0,6,1
pine129,4,cranleigh,Sep-13,0,0,0,0,1,6,1
Kiwitraveller77,5,sydney,Sep-13,0,0,0,0,3,8,2
Sam S,4,new zealand,Sep-13,0,0,0,0,0,6,0
BirdPinoTrollFin,5,japan,Sep-13,0,0,0,0,0,3,1
jamiecranleigh,4,india,Sep-13,0,0,0,1,1,8,1
Bunehop,4,singapore,Sep-13,0,0,0,2,0,6,1
cintraNewZealand,5,null,Sep-13,0,3,0,0,3,8,1
Tokyo_Mum,5,null,Sep-13,2,0,0,0,0,7,0
LuxuryTraveller3579,5,australia,Sep-13,0,0,0,0,0,7,0
SporeSamSeng,5,australia,Sep-13,0,0,0,0,2,7,2
Fainuolyte,5,australia,Sep-13,0,0,0,0,0,7,1
Hasthree,4,california,Sep-13,0,0,0,0,0,7,1
judyandmichael51,5,malaysia,Sep-13,0,0,0,0,0,6,1
Aussiegirl49,4,london,Sep-13,0,0,0,0,1,3,1
Tnuh,4,atlanta,Sep-13,0,0,0,0,0,7,1
harinibrk,4,singapore,Sep-13,0,0,0,0,2,9,2
nana963,5,canada,Sep-13,0,5,0,0,1,12,2
Belle06,3,bangkok,Sep-13,0,0,0,0,0,6,1
mon82,5,new zealand,Sep-13,1,4,1,0,4,12,1
nadnut,5,wollongong,Sep-13,0,0,0,0,0,7,1
Shah_Rukh_2007,3,australia,Sep-13,0,0,3,0,0,10,4
Onthewalkway,2,singapore,Sep-13,0,0,0,0,1,8,0
Irishkiwi_AK,5,canada,Sep-13,0,0,0,0,3,8,1
WollongongBlondie,4,australia,Sep-13,0,0,0,0,3,9,1
Yallingupkk,5,united kingdom,Sep-13,0,0,0,0,1,7,1
myfoodlady,4,costa rica,Sep-13,0,0,0,0,4,9,1
Judi S,4,auckland,Sep-13,0,0,0,0,2,6,3
MalDann,4,florida,Sep-13,0,4,0,0,4,6,1
kipper084,5,sunshine coast,Sep-13,0,0,0,0,5,13,1
puravidasteve,4,canada,Sep-13,0,0,0,0,4,6,1
JSCAuckland,4,australia,Sep-13,0,0,0,0,3,8,0
Terry G,4,uk,Sep-13,0,0,0,0,0,1,4
Donna535,4,swansea,Sep-13,2,0,0,0,0,11,1
Ryan D,5,india,Sep-13,2,0,0,0,3,11,1
Lisafromwa,5,sydney,Sep-13,0,0,0,0,5,9,1
LuckyLooch,2,western australia,Sep-13,0,0,0,0,0,2,0
rdg444,5,null,Sep-13,0,0,0,0,0,3,1
pixie0427,4,melbourne,Aug-13,0,0,0,0,0,7,0
Jensens_Rock,5,united kingdom,Aug-13,0,0,0,0,0,6,1
Fraser G,4,australia,Aug-13,0,0,0,0,2,6,1
RZN1,4,null,Aug-13,0,0,0,0,1,8,0
shirken,5,new zealand,Aug-13,0,0,0,0,1,10,0
Glend,4,china,Aug-13,0,0,0,0,3,10,2
Kevin H,4,jakarta,Aug-13,0,0,0,0,4,11,0
Happy258,4,virginia,Aug-13,0,0,0,0,5,6,1
Murray L,5,united kingdom,Aug-13,0,0,0,0,2,10,2
Cleggy11362,4,brighton,Aug-13,2,0,2,0,0,10,0
BillM1964,2,united kingdom,Aug-13,0,0,0,0,4,7,0
Arlingtonian2011,5,new zealand,Aug-13,0,0,0,0,4,11,1
Mark D,3,colorado,Aug-13,0,0,0,0,1,4,1
johnmce1984,4,united kingdom,Aug-13,0,0,0,0,1,4,2
David W,5,virginia,Aug-13,4,0,0,0,6,13,1
Fiona M,4,australia,Aug-13,0,4,0,0,4,13,1
Fay W,4,null,Aug-13,0,0,0,0,2,8,3
Strudle54,5,sydney,Aug-13,0,0,3,0,3,9,-1
Coco21,5,melbourne,Aug-13,0,0,0,0,3,6,1
Flitness,4,australia,Aug-13,0,0,0,0,4,10,0
John P,3,tamil nadu,Aug-13,0,0,0,0,1,5,1
Travel1800Help,4,united kingdom,Aug-13,1,0,0,0,1,3,2
TravelManagerLoveIt,5,australia,Aug-13,0,0,0,0,3,13,1
RplusS,4,united kingdom,Aug-13,0,0,0,0,0,5,1
RajanJamuna,5,null,Aug-13,0,0,5,2,6,14,1
coastr,4,perth,Aug-13,0,0,0,0,0,8,1
Monique140968,3,australia,Aug-13,0,0,0,0,0,3,2
nandlwall,5,new zealand,Aug-13,0,0,0,0,3,10,1
TJ N,5,??,Aug-13,0,2,0,0,0,9,1
Paul V,5,utah,Aug-13,3,0,3,0,0,16,1
SueDen27,5,south africa,Aug-13,0,0,3,0,3,15,2
luvyrlife,5,australia,Aug-13,0,5,7,0,2,19,1
MangoWaffle,4,arkansas,Aug-13,0,0,0,1,3,5,0
Aglaure,5,mesa,Aug-13,0,0,0,0,1,5,2
annakatrine,4,australia,Jul-13,0,0,0,0,4,8,3
smbsstt,5,australia,Jul-13,0,0,0,0,5,10,1
daleuark74,3,a.c.t.,Jul-13,0,0,0,0,5,7,0
THOMAS H,5,illinois,Jul-13,0,0,0,0,0,5,1
Alice_Steve_B,4,sunshine coast,Jul-13,0,0,0,0,2,6,2
TusharKelkar,4,california,Jul-13,0,0,0,0,4,21,1
TravelKings49,5,thailand,Jul-13,0,0,0,0,3,7,1
Embarcadero1,3,new zealand,Jul-13,0,0,0,0,4,11,0
deharo,4,brisbane,Jul-13,5,0,0,0,2,12,1
ArendsCharlie,3,france,Jul-13,0,0,0,2,3,8,0
gilwhoever,5,california,Jul-13,1,0,0,0,0,7,1
Margot G,5,united kingdom,Jul-13,0,0,0,0,3,9,1
Rishen,4,australia,Jul-13,0,0,0,0,0,7,1
Philippe A,3,australia,Jul-13,4,0,0,0,4,6,-1
CAL31M,4,australia,Jul-13,0,0,0,0,0,9,2
amanda270773,4,new york,Jul-13,-1,0,0,0,2,4,0
Harrison-act,5,new jersey,Jul-13,0,0,0,0,0,7,0
Shreef,5,australia,Jul-13,1,0,0,0,0,2,0
paulybabe,4,malaysia,Jul-13,0,0,0,0,0,3,0
sundinkc,5,costa rica,Jul-13,0,0,0,0,0,4,1
Grace W,4,sydney,Jul-13,0,0,0,0,0,4,1
bronjen,5,texas,Jul-13,0,0,0,0,0,11,2
NeeShen,5,japan,Jul-13,0,0,0,0,2,8,0
RainbowNine,5,malaysia,Jul-13,0,0,0,0,0,4,1
skerrioz,5,australia,Jul-13,0,8,0,0,0,17,0
Kat H,5,singapore,Jul-13,0,0,0,0,0,8,1
extr3me_84,4,singapore,Jul-13,0,0,0,0,5,12,2
rajayogam,5,null,Jul-13,0,3,0,2,3,14,1
meg6971,5,australia,Jul-13,0,0,0,0,3,9,2
BjoernBS,4,australia,Jul-13,0,0,0,2,2,10,1
Ange0201,5,australia,Jul-13,0,0,0,0,4,12,2
Doriphore,5,australia,Jul-13,1,0,0,0,0,1,1
Trentbro,4,australia,Jul-13,0,0,0,0,5,9,2
Pipaya,4,brisane.,Jul-13,0,0,0,0,4,12,3
viv f,5,district of columbia,Jul-13,0,0,0,0,0,7,0
Elizabeth H,3,texas,Jul-13,0,0,0,0,1,4,0
RachelNT,4,null,Jul-13,0,4,0,1,2,8,0
MartD56,4,jakarta raya,Jul-13,0,0,0,2,0,7,0
africantraveler1,3,kuwait,Jul-13,0,0,0,0,1,7,2
Jasonwm,1,germany,Jul-13,0,0,0,0,1,3,1
Bond007123,4,india,Jul-13,0,0,0,0,2,7,0
Octovianus G,4,new zealand,Jul-13,5,0,0,0,5,10,0
MjMarlay,2,queensland,Jul-13,0,0,0,0,1,4,-1
Markus B,4,null,Jul-13,0,0,0,0,1,12,1
gl0betrekker123,4,singapore,Jul-13,0,0,0,0,2,4,4
Kiwilass,5,new zealand,Jul-13,2,1,0,0,4,10,1
Rhys C,5,new zealand,Jul-13,1,0,0,0,0,5,0
Bronlyn J,5,cambodia,Jul-13,0,0,0,0,0,6,1
Illka G,4,australia,Jul-13,0,0,0,0,1,8,2
Siddy W,4,california,Jul-13,0,0,0,1,0,6,1
XmasKid,4,honolulu,Jul-13,0,0,0,0,4,8,1
battambangexpat,4,new zealand,Jul-13,0,0,0,0,3,7,2
Shnooks82,4,united kingdom,Jul-13,0,0,0,0,0,3,2
Teri R,5,mount kisco,Jun-13,3,0,3,0,4,13,1
travelerlyle,4,victoria,Jun-13,0,0,0,0,1,6,0
janeandlogan,5,france,Jun-13,0,0,0,0,3,11,3
Lisa R,5,australia,Jun-13,0,0,0,0,3,6,0
ChamoisMountKisco,4,melbourne,Jun-13,2,0,1,0,0,6,2
jaygeeyv51,5,china,Jun-13,0,0,0,0,3,11,0
Pascale H,5,canada,Jun-13,5,4,5,0,4,14,3
24Percy,4,australia,Jun-13,0,0,1,0,0,9,1
yoyo2603,3,canada,Jun-13,0,0,0,0,0,5,-1
gchjlfoster,5,australia,Jun-13,0,0,0,0,1,8,2
charliebrownsnoopy,5,australia,Jun-13,0,0,0,2,0,5,3
Virginia M,4,united kingdom,Jun-13,0,0,0,2,4,10,1
Cl W,5,australia,Jun-13,0,0,0,0,3,5,1
Pam W,5,null,Jun-13,0,0,1,0,0,10,3
Tiger L,1,india,Jun-13,0,0,0,0,0,4,1
mareepsasja,4,india,Jun-13,0,0,0,0,0,6,-1
Marqui_D,5,north carolina,Jun-13,0,0,0,0,6,8,1
aussie9082,3,england,Jun-13,0,0,0,0,0,6,1
BEACHSUN1961,4,sydney,Jun-13,0,4,0,0,0,7,1
AzeriTravellerDOS,4,china,Jun-13,0,4,0,0,0,10,0
TCU61,5,new zealand,Jun-13,0,0,0,0,4,13,2
ExhibitionOrganiser,4,sydney,Jun-13,0,3,0,0,3,9,1
pestosalsa,4,singapore,Jun-13,1,0,0,0,4,8,2
LoneRanger27,4,united kingdom,Jun-13,0,0,0,0,0,7,0
59TRISH,5,topeka ks,Jun-13,0,0,0,0,4,6,2
evansclan,4,australia,Jun-13,0,0,0,0,6,15,0
towkaylim,5,australia,Jun-13,0,3,0,0,3,7,0
so3003,5,null,Jun-13,0,0,0,0,1,8,4
Reefwatcher,2,india,Jun-13,0,0,0,0,3,8,0
TravelItAus,5,australia,Jun-13,0,0,0,0,3,7,1
Faded78,4,australia,Jun-13,0,0,0,0,5,8,1
BeautyTravels,1,australia,Jun-13,0,0,0,0,-1,8,2
Shadowgirl1,5,new zealand,Jun-13,2,0,2,0,0,10,3
PandanBear,5,melbourne,Jun-13,0,0,0,0,1,4,0
matthew f,5,australia,Jun-13,0,0,0,0,0,5,0
fitzrovians,5,california,Jun-13,0,0,0,0,2,12,1
Horizon_The_Island,4,singapore,Jun-13,0,0,0,0,0,5,1
woollysmum,5,united kingdom,Jun-13,0,0,0,0,2,6,1
James G,5,bossier city,Jun-13,0,0,0,1,0,9,1
DT94024,4,australia,Jun-13,0,0,0,0,0,9,0
LuxJw,4,ipoh,Jun-13,0,0,0,0,3,10,1
sunshinenshowers,5,australia,Jun-13,0,0,0,0,7,16,1
Dawn H,4,sydney,Jun-13,0,2,0,0,1,10,0
shazhunter,5,singapore,Jun-13,0,1,0,0,0,4,1
jeremy0,5,united kingdom,Jun-13,0,0,0,0,0,1,1
Judie2011,4,malaysia,Jun-13,0,0,0,0,2,8,1
airlinesimulation,5,queensland,Jun-13,0,0,0,0,5,18,2
Mayaaaaa,4,new zealand,May-13,0,0,0,0,3,7,1
Nickg450,4,china,May-13,0,0,0,0,4,8,0
chowvi,4,france,May-13,0,0,0,0,0,4,1
Donna F,5,california,May-13,0,0,0,0,0,5,1
cintraNewZealand,4,south korea,May-13,0,0,0,0,4,10,1
harvlaw,5,darwin australia,May-13,0,0,0,0,1,7,1
Caris25,4,null,May-13,0,0,0,0,3,8,1
Dave C,4,zürich,May-13,0,0,0,0,3,10,0
Paul F,4,null,May-13,1,0,0,0,3,11,1
StewyNT,4,india,May-13,0,0,0,0,0,5,1
Rick D,5,india,May-13,0,0,0,0,4,12,0
cyberbob2000,5,australia,May-13,2,0,0,0,5,16,1
Al L,4,null,May-13,0,0,0,0,0,6,1
RedandBlueSwimmer,4,usa,May-13,0,3,3,0,2,15,1
Aradsportman,4,leominster,May-13,3,1,0,0,0,8,2
AndrewMcK,5,india,May-13,0,0,1,0,4,7,1
Brazilian F,4,phoenix,May-13,0,0,0,0,1,3,1
SharkFlorida_USA,5,australia,May-13,0,0,0,0,0,7,3
divingdawn,5,united kingdom,May-13,0,0,0,0,4,10,1
PriyankaS4,3,india,May-13,2,0,0,0,3,7,2
tbuehlma,4,washington,May-13,0,1,0,0,0,3,1
moochharvey,5,singapore,May-13,0,0,0,0,2,11,0
virtualbma,2,gold coast,May-13,1,0,0,0,0,11,0
Rahulgupta1983,4,australia,May-13,0,0,0,0,0,12,0
KAE4,2,united arab emirates,May-13,0,0,0,0,3,5,2
Nordianah,5,australia,May-13,0,0,0,0,4,14,3
mike132,5,permatang pauh,May-13,0,0,0,0,0,3,0
Cassandra F,4,texas,May-13,0,0,0,0,2,7,2
munnikoh100,5,hawaii,May-13,0,0,0,0,0,7,2
Sophia P,5,england,May-13,0,0,0,0,3,13,1
L0kman,5,poole,May-13,0,0,0,1,2,9,2
JohnSturtevant,5,adelaide,May-13,0,0,0,0,0,6,2
snorkelhappy,5,indonesia,May-13,0,0,0,0,3,10,1
Dustymiller44,5,new zealand,May-13,0,0,0,1,0,3,1
xangrace,5,united kingdom,May-13,0,0,0,0,0,5,1
TulltheTraveller_8,5,australia,May-13,0,0,0,0,0,5,1
TanjungBaraDiver,4,hong kong,Apr-13,2,3,2,3,3,12,1
billyboy9501,5,malaysia,Apr-13,0,1,0,0,1,5,1
Blue133,3,united kingdom,Apr-13,0,0,0,0,3,12,1
graham m,5,california,Apr-13,0,0,0,0,3,9,2
Leungleo,4,australia,Apr-13,0,0,0,0,0,2,1
AnneHastie,3,ri,Apr-13,2,3,0,0,3,13,1
Chinaplate1,5,st.gallen,Apr-13,0,0,0,0,0,4,-1
silvergate,4,united kingdom,Apr-13,0,0,0,0,4,9,1
AshtonP90,2,florida,Apr-13,0,0,0,0,1,2,-1
TripMember081820152,5,united kingdom,Apr-13,0,0,0,0,0,9,1
Anthony W,5,canada,Apr-13,0,0,0,-2,0,3,0
Larry_Brotherton,4,sydney,Apr-13,0,2,0,0,2,8,3
Rickyfromjerseycity,2,louisiana,Apr-13,0,0,0,0,0,6,1
lohao,5,california,Apr-13,0,2,0,0,0,7,2
luxurytravelamust,4,minnesota,Apr-13,0,3,0,0,7,11,4
bambasydney,4,perth,Apr-13,1,1,0,0,1,3,1
Joe c,5,den haag,Apr-13,0,0,0,2,2,11,1
burls1,4,china,Apr-13,0,0,0,0,3,5,1
timothy s,5,maine,Apr-13,0,0,0,2,2,9,0
MajorKusanagi,4,portland,Apr-13,0,0,0,0,1,5,0
Kommandousen,5,new york,Apr-13,4,0,0,0,4,7,2
Uffizi930,5,singapore,Apr-13,0,0,0,0,0,7,0
alice b,4,australia,Apr-13,0,0,1,0,3,8,1
DrWookie,3,australia,Apr-13,0,0,0,0,0,4,-1
Jaynyc2,5,australia,Apr-13,0,0,0,0,0,8,2
Clear_Brook_Rae,5,boston,Apr-13,0,0,0,0,1,5,0
Amanda S,5,australia,Apr-13,4,0,0,0,0,5,1
Janesjourney,5,australia,Apr-13,2,0,0,0,3,12,-1
Aussie1000,5,taipei,Apr-13,0,0,0,0,0,4,1
WMLY,3,brisbane,Apr-13,0,0,0,0,5,17,-1
Shaynebytrade,5,null,Apr-13,0,0,0,0,4,13,1
Winston D,4,united kingdom,Apr-13,0,0,0,0,2,13,1
tulipjones,5,uk,Apr-13,2,2,0,0,2,8,1
milo52,4,the netherlands,Apr-13,0,0,0,0,3,10,1
spikeyspikey,4,australia,Apr-13,2,0,0,0,3,10,3
Sproutie07,4,ontario,Apr-13,0,0,0,0,0,4,1
MarcoPoloUk,5,germany,Apr-13,0,0,0,0,0,4,0
Wintberg53,5,australia,Apr-13,0,0,0,0,4,8,1
authorgirl,4,australia,Apr-13,4,3,3,0,4,12,0
chuckandnance,5,new york,Apr-13,0,0,0,0,2,7,1
FelixL456,4,cambridge,Apr-13,0,0,0,0,9,11,2
CEK284,5,melbourne,Apr-13,3,0,0,0,0,20,0
Mark W,4,new york,Apr-13,0,0,0,0,3,8,1
Neem D,4,aus,Apr-13,0,0,0,0,0,6,2
LJJayne,5,australia,Apr-13,0,0,0,0,3,10,2
iashi,4,bandung,Apr-13,0,0,0,0,0,3,1
Danny38,5,gold coast,Apr-13,0,0,0,0,0,5,3
vvbjr,4,australia,Apr-13,0,0,0,0,2,10,1
cassandnigel,5,united kingdom,Apr-13,1,3,0,0,3,14,2
Adhiegunadharma,5,null,Mar-13,0,0,0,0,2,5,1
Travelbug2343,3,germany,Mar-13,0,0,0,0,0,9,0
torking,5,australia,Mar-13,0,2,0,0,2,10,3
Tracy R,4,usa,Mar-13,0,0,0,1,2,5,2
Jim F,1,australia,Mar-13,0,0,0,0,0,1,2
cyagen,4,somerville,Mar-13,0,0,0,0,0,5,1
Anthony D,4,brunei,Mar-13,0,0,0,0,4,11,1
robhummer,5,finland,Mar-13,0,0,0,0,2,9,1
Australian_Skye,4,united kingdom,Mar-13,2,0,0,0,2,7,3
mikeh141,4,atlanta,Mar-13,0,0,0,0,2,6,0
sharreb,4,united kingdom,Mar-13,0,2,0,0,5,10,1
Mosqito,4,null,Mar-13,0,0,0,0,2,11,0
djbell186338,5,dorset,Mar-13,0,0,0,0,0,10,0
RHHATL,5,ho chi minh city,Mar-13,0,0,0,0,2,12,1
MartjeUK,4,horsham,Mar-13,0,0,0,0,1,4,1
PrinceDoddi,3,null,Mar-13,0,0,0,0,5,12,3
martynandemma,5,united arab emirates,Mar-13,0,0,0,0,0,5,2
wilco v,3,australia,Mar-13,0,0,0,0,0,8,-1
Elizabeth C,4,india,Mar-13,0,0,0,0,0,6,2
chris l,5,florida,Mar-13,0,0,5,0,5,12,2
Baldi1974,4,norway,Mar-13,0,0,0,0,4,8,1
EugeneChan,4,null,Mar-13,0,0,0,0,0,4,1
Ngururwj,5,connecticut,Mar-13,3,0,0,0,3,2,0
RobinW55,4,kanpur,Mar-13,0,0,0,0,0,8,1
Nina N,4,usa,Mar-13,0,0,0,0,3,6,1
Clare A,4,ontario,Mar-13,0,0,0,0,0,16,2
Tltravels,4,canada,Mar-13,1,0,0,0,3,19,2
casudhirg,5,melbourne,Mar-13,0,0,0,0,0,6,0
UsaJules,4,new zealand,Mar-13,1,4,0,1,0,10,2
lovesthesun-7,4,united kingdom,Mar-13,0,0,0,1,0,3,5
DannyManning,3,oregon,Mar-13,0,0,0,0,2,5,1
jane02,4,indonesia,Mar-13,0,0,0,0,0,1,1
roobarb99,5,brisbane australia,Mar-13,0,0,0,0,6,10,1
LuxTraveller123,5,japan,Mar-13,2,3,0,0,3,7,1
whichcitynow,4,canada,Mar-13,0,0,0,0,0,3,1
ADAMLG,5,district of columbia,Mar-13,0,0,0,0,0,6,2
Magere1_2,4,melbourne,Mar-13,2,0,0,0,4,14,1
MIYAZAKI_MASAMICHI,4,california,Mar-13,0,0,0,0,0,7,2
businessman2000_11,4,null,Mar-13,3,3,2,0,10,21,0
Jaroslaw S,3,brisbane,Mar-13,4,4,0,0,0,7,-1
Sarah T,2,england,Mar-13,0,0,0,0,7,10,0
RandSand,4,united kingdom,Mar-13,0,0,0,3,3,7,1
Haeadie,5,united kingdom,Feb-13,0,0,0,0,4,7,2
BrissyGirl00,5,united kingdom,Feb-13,0,0,0,0,0,7,0
jeaneypeaney,5,texas,Feb-13,0,0,0,0,3,6,1
Mark F,5,adelaide,Feb-13,0,0,0,0,3,10,1
Chris F,5,australia,Feb-13,1,0,0,0,3,8,2
Roger P,5,florida,Feb-13,4,0,0,0,1,12,1
Pelorojo13,4,austria,Feb-13,0,0,0,0,0,7,1
KarenSouthAustralia,5,united kingdom,Feb-13,2,2,0,0,2,5,0
crakyl,4,united kingdom,Feb-13,0,3,0,0,3,6,1
mskazooli,5,austria,Feb-13,6,0,6,0,6,14,2
Elena_v73,4,india,Feb-13,0,0,0,0,1,4,1
