name,rating,country,month_year,food_senti,service_senti,resta_senti,price_senti,room_senti,review_senti,subject_senti
SQ380JC,4,china,Mar-17,0,0,0,0,3,9,0
Debbie F,4,null,Mar-17,0,0,0,0,5,9,2
LV89052,4,nevada,Mar-17,0,0,0,0,0,6,1
TerryandJane,5,united kingdom,Mar-17,0,0,0,0,4,11,1
cajetan,4,new zealand,Mar-17,0,0,0,0,0,7,1
ilex21771,5,md,Mar-17,0,0,0,0,0,13,2
Mikhael M,4,indonesia,Feb-17,0,0,0,0,0,3,0
university I,4,null,Feb-17,0,0,0,0,0,5,-1
dave l,4,united kingdom,Feb-17,4,0,0,0,0,4,1
Mat L,2,null,Feb-17,0,0,0,0,0,1,0
CGUrbanaIllinois,4,illinois,Feb-17,0,0,0,0,0,4,1
Was T,5,null,Feb-17,4,5,0,5,0,11,2
roadtripswc,5,united states,Feb-17,0,4,0,0,0,8,2
jmdeans,4,colorado,Feb-17,0,0,0,1,1,6,2
phtips,5,australia,Feb-17,0,0,0,0,2,4,0
CraigJH,4,brisbane,Feb-17,0,0,0,0,0,7,1
Mitch C,5,australia,Feb-17,3,0,0,0,3,15,2
Leekayetee,5,new zealand,Feb-17,0,0,0,0,2,10,1
SimBuc,4,united kingdom,Feb-17,0,0,0,0,1,11,3
iris m,5,united kingdom,Feb-17,0,0,0,0,0,11,3
Greg C,5,australia,Feb-17,0,0,0,0,5,7,1
cwright1989,4,null,Feb-17,0,0,0,0,3,9,1
jfoote,5,california,Feb-17,0,0,0,0,0,6,1
John S,4,washington,Feb-17,0,0,0,0,0,3,0
JRhecel,4,null,Feb-17,3,0,0,3,0,5,0
Alson_Teo,5,singapore,Feb-17,0,0,0,0,0,6,1
Patrick J,4,sarasota,Feb-17,0,0,0,0,1,6,1
DanFreeman,5,united kingdom,Feb-17,2,0,0,0,3,10,1
Lance E M,1,ultimo,Feb-17,0,0,0,0,-2,-1,0
gsrs,4,usa,Feb-17,0,0,0,0,2,5,1
Marc W,5,united kingdom,Feb-17,0,0,0,0,7,11,2
Lawrence C,4,australia,Feb-17,0,0,0,0,5,12,1
Ken P,4,united states,Feb-17,0,0,0,0,3,12,3
Mark B,3,florida,Feb-17,-1,0,0,0,-1,7,2
cachecacher,3,united kingdom,Feb-17,0,0,0,0,0,4,0
I1456CMamira,5,saudi arabia,Feb-17,0,0,0,0,1,1,0
Giaarul,4,singapore,Feb-17,4,0,0,0,0,7,0
wazza71,5,australia,Feb-17,0,0,0,0,6,11,2
VinceDarwin,4,darwin,Feb-17,0,3,0,0,4,10,0
Bill S,5,null,Feb-17,4,4,0,0,0,6,1
flyaarmy,5,texas,Feb-17,0,0,6,0,6,8,0
scyang2,1,null,Feb-17,0,0,0,0,0,2,-1
sammi999,5,united kingdom,Feb-17,0,0,3,0,3,8,1
peterw_in_Wakefield,5,wakefield,Feb-17,0,0,0,0,5,11,1
brnrd_h,4,singapore,Feb-17,0,0,0,0,0,14,0
Jakob S,4,null,Feb-17,3,3,0,0,3,10,0
RianaDhaka,5,bangladesh,Feb-17,1,0,0,0,1,8,1
Judy8688,5,uk,Feb-17,0,2,0,0,3,12,1
lisally2017,1,australia,Feb-17,0,0,0,0,0,8,0
JuliaGil,5,sp,Feb-17,2,0,2,0,1,9,-2
Harry K,4,united kingdom,Feb-17,0,0,0,0,0,9,1
SydneyLin2010,5,null,Feb-17,0,0,0,0,2,9,1
IDC637,5,washington dc,Feb-17,0,0,0,0,3,6,2
KC_Wilson_NZ,5,auckalnd,Feb-17,0,0,0,0,-1,8,1
A TripAdvisor Member,3,null,Feb-17,0,0,0,0,1,4,-2
jplendon,4,mexico,Feb-17,0,0,0,0,3,6,0
Keith P,4,florida,Feb-17,0,0,0,0,2,5,0
Xanerin,5,australia,Feb-17,2,0,0,0,4,10,1
FreoCreatures,5,australia,Feb-17,0,0,0,0,0,9,1
steveslats,5,united kingdom,Feb-17,0,0,0,0,5,12,1
Nahuel P,5,brisbane,Feb-17,2,0,0,0,2,6,1
michaelkP3149LN,5,canada,Feb-17,0,0,0,0,2,6,1
Anthony Y,5,null,Feb-17,0,0,0,0,3,6,1
KACommuter,3,china,Feb-17,0,0,0,0,0,3,1
Travelingflamingo55,5,texas,Feb-17,4,0,0,4,0,11,1
MikeF32,5,washington,Feb-17,0,0,0,0,5,13,2
MelJ722,5,null,Feb-17,2,3,0,0,4,11,2
AxelWinter952,3,thailand,Feb-17,2,0,0,2,3,15,1
Russ111222,5,new zealand,Feb-17,1,0,0,0,4,8,1
Christa C,4,malaysia,Feb-17,0,0,0,0,3,9,-1
Vincent N,4,null,Feb-17,0,0,0,0,2,12,0
dfisch891,2,uk/detroit,Feb-17,0,2,0,0,1,16,0
Hburn10,3,singapore,Jan-17,0,0,0,1,0,13,0
Rin M,4,singapore,Jan-17,0,0,0,0,2,7,2
Deefaianz D,5,null,Jan-17,0,0,0,0,8,11,1
Andy H,4,united kingdom,Jan-17,0,4,1,4,4,8,0
A TripAdvisor Member,5,null,Jan-17,1,0,0,0,4,12,1
janineor,4,australia,Jan-17,0,0,0,0,2,7,1
Mike D,4,united kingdom,Jan-17,0,0,0,0,1,8,1
ivan m,5,ireland,Jan-17,2,0,0,0,3,10,1
Keith G,5,united kingdom,Jan-17,1,0,0,0,2,9,1
723shamirs,5,null,Jan-17,0,0,0,0,0,5,0
Stumpy308,5,australia,Jan-17,0,0,0,0,4,7,1
jelita,5,louisiana,Jan-17,0,0,3,0,0,13,3
loulang,5,nt,Jan-17,0,0,0,0,1,5,3
leheath,5,washington,Jan-17,0,0,0,1,0,12,2
radarinoz,4,australia,Jan-17,0,0,0,0,4,5,2
767ianl,4,null,Jan-17,0,0,0,0,3,8,0
RandomFlair,4,canada,Jan-17,0,0,0,0,3,5,0
Singapore1704,2,singapore,Jan-17,0,0,0,0,0,0,-1
Australiafrancophile,4,australia,Jan-17,0,0,0,0,1,3,1
haukyn,5,new zealand,Jan-17,0,0,0,0,2,8,1
Evangelia K,5,null,Jan-17,0,0,0,0,2,9,0
local130,2,australia,Jan-17,0,0,0,0,4,6,0
Glenn R,5,null,Jan-17,0,0,0,0,2,10,0
Prayanak,4,thailand,Jan-17,0,0,0,0,0,3,1
Ron B,5,united kingdom,Jan-17,0,0,0,0,6,8,1
Speedbirdaircrew,5,united kingdom,Jan-17,2,0,2,0,2,11,0
cbroo,3,usa,Jan-17,0,0,0,0,3,12,0
Dave T,5,australia,Jan-17,2,2,0,2,2,5,2
Global_academic,2,australia,Jan-17,0,0,0,1,0,6,0
MarynissenM,4,belgium,Jan-17,2,0,0,0,1,4,0
Hans-Smeets,4,the netherlands,Jan-17,0,0,0,0,0,2,0
simon f,4,edinburgh,Jan-17,0,0,0,0,0,2,6
D2867MJscottp,4,united kingdom,Jan-17,0,0,0,0,1,5,0
iriekh,5,perth,Jan-17,0,2,1,0,4,18,1
anuj2985,5,australia,Jan-17,0,6,0,0,10,12,1
MartInG1956,4,null,Jan-17,0,0,0,0,0,10,2
mrsinghg,5,null,Jan-17,4,0,3,0,6,17,1
tigerov,4,united kingdom,Jan-17,2,0,0,0,2,6,1
Susan M,5,australia,Jan-17,1,0,0,0,4,10,1
parklane44,5,united kingdom,Jan-17,1,0,0,0,4,14,4
MsPoppins5,4,new zealand,Jan-17,0,0,0,0,2,4,0
LynnzC,4,null,Jan-17,4,0,0,0,2,19,0
LEA W,5,null,Jan-17,0,2,0,0,3,12,1
512ericy,1,australia,Jan-17,0,1,0,0,1,2,-1
nicole240186,1,auckland,Jan-17,0,0,0,0,0,0,1
p5t5r85nry,4,australia,Jan-17,-1,0,0,-1,1,8,0
Vikstar68,5,new york,Jan-17,3,0,0,0,3,5,2
Susangermany,5,texas,Jan-17,0,2,0,0,4,9,2
Adrian H,4,barwon heads,Jan-17,3,3,0,0,2,8,1
Anna G,5,west sussex,Jan-17,0,0,0,0,3,8,1
AndyDave,5,australia,Jan-17,0,1,0,0,12,13,2
patricklR713NI,4,null,Jan-17,0,0,0,0,5,9,2
nitasha g,5,australia,Jan-17,0,0,0,3,3,9,0
Janine O,4,australia,Jan-17,0,0,0,0,3,7,3
SteveTraveller1255,5,sydney,Jan-17,0,0,0,0,2,5,1
Prescilla G,2,victoria,Jan-17,0,0,0,0,0,6,0
Ary L,5,new zealand,Jan-17,0,0,0,0,7,14,2
macfod,3,canada,Jan-17,0,0,0,0,0,3,0
OmanRob,5,singapore,Jan-17,0,0,0,0,5,7,1
snaem85,4,australia,Jan-17,3,0,0,0,0,6,0
alyssar284,5,melbourne,Jan-17,0,0,0,0,7,11,0
CBMelbourne,5,melbourne,Jan-17,0,0,0,0,0,6,2
bumpiola,5,new york,Jan-17,0,0,0,0,5,7,2
Carrie M,5,california,Jan-17,0,3,0,0,3,7,2
mojo2018babushka,4,null,Jan-17,0,5,5,0,5,11,3
D R,5,japan,Jan-17,0,0,0,0,0,2,3
Robert M,3,australia,Jan-17,3,0,0,0,3,12,1
SJCSydney,5,united kingdom,Jan-17,0,0,0,0,0,12,0
Lesleymatt,5,scotland,Jan-17,0,0,0,0,0,10,1
laiyw,5,null,Jan-17,0,0,0,0,2,14,2
QF1WORLD,5,null,Jan-17,0,0,0,0,1,5,0
kate T,3,texas,Jan-17,0,0,0,0,2,4,1
Michelle N,5,australia,Jan-17,0,0,1,0,1,11,1
roxannecannon,5,australia,Jan-17,2,0,0,0,0,7,1
Dreamsong,3,sydney,Jan-17,0,0,0,0,1,6,1
SydneyGlobalShopper,5,australia,Jan-17,3,0,0,0,3,8,2
h0lidaysun,5,india,Jan-17,0,0,0,0,0,7,1
ShilpaLakhani,5,null,Jan-17,0,0,0,0,0,7,1
Eric B,5,ut,Jan-17,0,0,0,0,5,10,-1
conejotravel,5,texas,Jan-17,0,0,0,0,0,5,1
JamieANS,5,null,Jan-17,0,0,0,0,2,7,1
The_Jolly_Wanderer,4,null,Jan-17,4,1,0,0,1,13,2
Janice N,4,new zealand,Jan-17,0,0,0,0,0,6,1
Lim L,5,singapore,Dec-16,0,2,0,0,0,5,1
Lucchezzi,5,singapore,Dec-16,0,0,0,0,1,4,1
carolhannahang,2,null,Dec-16,0,0,0,0,2,6,0
Mason L,5,uk,Dec-16,3,3,0,0,5,14,1
hammer265,5,australia,Dec-16,0,2,0,0,6,10,1
257Trinah,5,null,Dec-16,0,0,0,0,2,3,2
Kenya D,5,null,Dec-16,0,0,0,0,1,8,0
PatsyLong,5,singapore,Dec-16,2,0,0,0,4,10,1
Nashitah,4,melbourne,Dec-16,0,0,0,0,3,6,0
FrqntTrvlrMelbourne,1,illinois,Dec-16,0,0,0,0,6,13,4
AChops,4,australia,Dec-16,0,0,0,0,2,6,1
Lisa G,5,singapore,Dec-16,0,3,0,0,0,7,1
Nuraisha,4,australia,Dec-16,0,0,0,0,3,13,3
Robyn T,5,null,Dec-16,4,0,0,0,4,8,1
PETER B,5,fulham,Dec-16,0,0,0,0,0,1,2
JackieFulham,4,benfleet,Dec-16,0,0,0,0,0,6,1
Tony h,4,australia,Dec-16,0,0,0,0,2,6,2
scotthumphries,4,adelaide,Dec-16,2,1,3,1,3,9,1
nanamc,5,auckland,Dec-16,0,0,0,0,2,4,3
HACKER69,5,arizona,Dec-16,0,0,0,0,0,5,1
Gantosz,5,singapore,Dec-16,0,0,0,0,5,14,2
xinli29288,4,malaysia,Dec-16,0,0,0,3,0,7,1
pvrajdeep,5,united kingdom,Dec-16,0,0,0,0,0,4,1
so3003,4,vietnam,Dec-16,0,0,0,0,2,6,2
Deepesh K,4,australia,Dec-16,0,0,0,0,0,5,2
Kirsty76Australia,5,singapore,Dec-16,0,0,0,0,3,8,1
Sry17,4,philippines,Dec-16,0,0,0,0,3,10,1
David Michael S,4,new zealand,Dec-16,0,9,0,0,9,13,1
apteryx055,4,il,Dec-16,0,0,0,0,0,7,1
SmileyChicago_IL,5,null,Dec-16,0,0,0,0,3,8,0
Erik A,4,australia,Dec-16,0,2,0,0,5,6,1
Wendy M,4,null,Dec-16,0,0,0,0,1,7,1
Ron P,5,new zealand,Dec-16,0,0,0,0,1,6,0
MandyLou62,5,new york,Dec-16,0,0,0,0,7,7,1
ZenHealer7,4,united kingdom,Dec-16,0,0,0,0,0,2,0
EagleChris,4,singapore,Dec-16,0,0,0,0,1,3,0
eatshopeatshop,3,thailand,Dec-16,0,0,0,0,0,6,1
ayullamas,2,null,Dec-16,0,0,0,0,4,5,-1
Franca B,5,null,Dec-16,0,0,0,0,6,10,1
Lonelyplanet_1975,5,thailand,Dec-16,0,0,0,0,0,7,2
Adi C,2,singapore,Dec-16,0,0,0,0,0,2,-1
freddiemgreen,5,null,Dec-16,3,0,0,0,0,10,2
Ameya K,4,singapore,Dec-16,0,3,0,0,2,11,1
Pabty,3,canada,Dec-16,0,0,0,0,0,5,2
CanKorTravel,5,united arab emirates,Dec-16,0,0,0,0,4,9,1
acebadger,5,hawaii,Dec-16,0,2,0,0,5,7,2
ECC88,5,india,Dec-16,0,1,1,0,0,7,2
SujoyIndia,4,null,Dec-16,2,1,0,0,3,5,1
Jolene Ting L,5,united kingdom,Dec-16,0,0,0,0,1,8,2
rthomp4435,4,null,Dec-16,0,0,0,0,-1,1,2
viotel,2,georgia,Dec-16,0,0,0,0,0,4,1
rxk612,4,null,Dec-16,0,0,1,0,3,9,1
lindaramzan,4,singapore,Dec-16,0,0,0,0,4,7,0
EarthlingA,5,null,Dec-16,0,3,0,0,2,11,1
Addie S,4,null,Dec-16,0,0,0,0,1,15,1
wjlacer,5,melbourne,Dec-16,0,0,0,0,0,3,1
keneverywhere,5,null,Dec-16,0,3,2,0,3,11,2
CFC-Tampa,5,minneapolis,Dec-16,0,1,0,0,2,9,2
India001,3,null,Dec-16,0,0,0,0,0,8,2
ShahnawazMalik,5,null,Dec-16,2,0,0,0,0,8,1
Shahnawaz M,5,null,Dec-16,2,0,0,0,3,15,0
Luke M,5,new zealand,Dec-16,1,0,0,0,4,7,1
nzvik,3,australia,Dec-16,0,0,0,0,2,4,2
NN289,5,germany,Dec-16,1,0,0,0,1,8,1
FamTrescher,3,null,Dec-16,0,0,0,0,3,7,-1
Linda M,5,australia,Dec-16,0,0,1,0,0,13,0
SuePC2015,5,united kingdom,Dec-16,0,0,0,0,2,6,1
davidb08,5,united kingdom,Dec-16,4,0,4,0,4,5,1
DonJuanP,5,florida,Dec-16,2,0,0,0,6,8,1
Durante J,5,china,Dec-16,0,0,0,0,6,10,2
NetoLisbon,5,new zealand,Dec-16,0,0,0,0,0,3,0
Robert T,4,california,Dec-16,4,0,4,0,4,8,2
eangeletakis,5,singapore,Dec-16,0,2,0,0,4,12,2
Jackchee11,4,new york,Dec-16,0,0,0,0,0,6,2
awc4,3,null,Nov-16,0,0,0,3,3,5,-1
Jacqueline A,3,null,Nov-16,0,0,4,0,4,8,1
Am P,3,lauraw_83,Nov-16,1,0,0,0,0,5,0
lauraw_83,5,australia,Nov-16,0,0,0,1,0,3,1
DragonLass-Aus,5,united kingdom,Nov-16,0,0,0,0,2,10,1
NickMaggieWales,4,singapore,Nov-16,0,0,0,0,3,7,0
expatmomdiaries,4,pambula,Nov-16,0,0,0,0,7,14,1
WanderingCodger_39,4,australia,Nov-16,2,0,0,0,3,11,1
MattH-in-Sydney,4,canada,Nov-16,1,0,3,0,0,9,1
Lubiere,5,california,Nov-16,0,0,0,0,5,11,0
LavenderQ,4,hawaii,Nov-16,0,0,0,0,0,6,2
happy2bealive,5,australia,Nov-16,0,0,0,0,2,3,1
JanetL L,4,united states,Nov-16,0,2,0,0,0,3,0
Sharlene V,5,australia,Nov-16,0,0,1,2,0,8,1
Seriouslyash,4,lilley,Nov-16,0,1,1,0,2,6,1
Heather F,5,null,Nov-16,0,0,0,0,0,8,1
Hana M,5,null,Nov-16,2,0,0,0,3,9,2
chiaoping K,4,oman,Nov-16,0,0,2,0,0,5,1
Philippe P,5,cambodia,Nov-16,2,0,0,0,0,6,0
MJanssen1,5,wisconsin,Nov-16,0,6,0,0,6,9,1
Nofearkengear,5,seattle,Nov-16,1,0,0,0,3,13,2
207LisaF,5,null,Nov-16,0,0,0,0,4,13,1
narul2015,4,null,Nov-16,0,0,0,0,1,7,1
ZMona B,4,null,Nov-16,0,2,0,0,0,6,1
Missy B,1,norway,Nov-16,0,0,0,0,1,5,0
kth79,5,australia,Nov-16,0,2,0,0,3,12,1
Simplyko,4,australia,Nov-16,0,0,0,0,0,7,5
Geoffrey A,4,canberra,Nov-16,0,0,0,0,0,3,0
Nick B,5,china,Nov-16,2,0,0,0,0,10,2
shyn s,2,united kingdom,Nov-16,0,0,0,0,0,4,-1
Natalie F,4,china,Nov-16,2,0,0,0,2,10,0
Nina V,5,hoi an,Nov-16,1,0,0,0,0,5,0
pierrea555,4,california,Nov-16,3,0,1,0,3,5,2
DC_Gale,4,sydney,Nov-16,0,0,0,0,2,9,1
SydneyNik,3,germany,Nov-16,2,0,0,0,4,14,0
Daniel G,5,null,Nov-16,1,0,0,0,1,7,1
Ursh503,4,australia,Nov-16,0,7,0,0,7,12,0
Bill E,5,new zealand,Nov-16,0,0,0,0,0,2,3
Dunnie1,2,australia,Nov-16,0,0,0,0,3,7,0
L0l25,5,switzerland,Nov-16,0,0,0,0,5,10,0
TravellingPassion78,4,oregon,Nov-16,0,0,0,0,0,4,0
travelinpdx,4,australia,Nov-16,0,0,0,0,0,4,0
Howard R,2,australia,Nov-16,0,1,0,0,2,3,-1
GPORDOC,1,florida,Nov-16,0,0,0,0,-2,0,3
Mary Rose H,5,australia,Nov-16,0,0,0,0,0,11,1
rhthomas1980,5,philippines,Nov-16,0,0,0,0,5,9,1
megjaynikraf,3,united kingdom,Nov-16,0,0,0,0,0,4,1
Josh M,5,united kingdom,Nov-16,0,2,0,0,0,10,1
thoughtfulpebble,4,california,Nov-16,0,0,0,0,7,12,2
SEAPlatinum,3,united kingdom,Nov-16,0,0,0,0,1,6,3
Sebastien G,5,australia,Nov-16,0,0,0,0,0,4,1
86denniss,3,australia,Nov-16,0,0,3,3,2,4,-1
Deb F,5,singapore,Nov-16,0,0,0,0,0,10,1
paulreid23,5,null,Nov-16,3,0,0,0,0,6,0
ABCDmama,3,null,Nov-16,2,0,0,0,0,11,1
mcsc-squared,2,australia,Nov-16,0,0,0,0,0,5,0
Brad S,5,california,Nov-16,2,2,0,0,0,12,1
Janet F,5,null,Nov-16,0,0,0,0,2,5,1
Dave M,5,alabama,Nov-16,0,0,1,0,2,9,1
Douglas C,5,canberra,Nov-16,4,0,4,0,4,10,3
Walter B,5,india,Nov-16,1,0,0,0,0,5,3
Gregoire64,4,indonesia,Nov-16,0,2,0,0,-1,4,2
Niti_bh,4,null,Nov-16,0,0,0,0,0,7,0
Rors_4171,5,australia,Oct-16,2,0,2,0,4,13,1
Yodda Y,5,australia,Oct-16,1,0,0,0,2,8,0
lozloudor,5,brent,Oct-16,0,0,0,0,6,11,1
Gary G,4,mermaid waters,Oct-16,0,0,0,0,5,13,1
Terence S,4,united kingdom,Oct-16,0,0,0,0,0,11,0
Margaret V,5,united kingdom,Oct-16,0,0,0,0,6,14,1
dayne190690,5,united kingdom,Oct-16,2,0,0,0,0,5,2
853raymondw,5,australia,Oct-16,0,0,0,0,11,12,1
paulann2014,4,surrey,Oct-16,0,0,1,0,2,10,2
AmyL566,5,united kingdom,Oct-16,0,0,0,0,4,7,1
Solarsid,4,china,Oct-16,0,0,0,0,6,18,0
yvonne t,5,null,Oct-16,0,0,0,0,2,12,0
Azhkman,4,singapore,Oct-16,0,0,0,0,0,-1,1
Tmatty99,5,singapore,Oct-16,3,0,0,0,3,8,1
hsiao_tan16,4,null,Oct-16,0,0,0,0,2,10,2
plwh888,4,los angeles,Oct-16,0,0,0,0,1,5,1
Czardines,5,massachusetts,Oct-16,0,2,0,0,2,5,0
Adrian L,5,australia,Oct-16,0,3,0,0,0,9,1
Halldor S,5,singapore,Oct-16,0,0,1,0,2,6,2
Ozfemale,4,australia,Oct-16,0,0,0,0,0,7,2
forseasons,3,malta,Oct-16,0,0,0,0,1,6,0
verie,5,australia,Oct-16,0,0,0,0,1,4,3
GSchembri,5,south africa,Oct-16,0,0,0,0,2,7,1
ttripper16,1,new jersey,Oct-16,0,0,0,0,0,6,2
alwyn1_12,5,null,Oct-16,0,0,0,2,3,8,1
eng333,4,melbourne australia,Oct-16,3,0,0,0,5,12,0
dunnekk,3,null,Oct-16,0,0,0,0,2,4,0
optionalextras,5,nc,Oct-16,0,0,0,0,0,3,1
Yeeling Y,4,australia,Oct-16,0,0,0,0,0,10,2
RichardCLT,4,philippines,Oct-16,0,0,0,0,1,6,1
Mark D,5,finland,Oct-16,0,0,0,0,1,3,1
Benedict U,5,maldives,Oct-16,0,0,0,0,4,14,0
Ksenofon,5,null,Oct-16,0,0,0,0,3,12,0
chefdhonveli,5,cheshire,Oct-16,0,0,0,0,0,9,4
LESTER C,4,australia,Oct-16,-1,0,0,0,2,4,0
mossycheshire,5,colorado,Oct-16,2,0,0,0,2,5,0
Maudie56,5,hanoi,Oct-16,0,0,0,0,4,7,1
Modeljedi,5,null,Oct-16,0,0,0,1,3,9,1
malabar-coasters,5,united kingdom,Oct-16,0,0,0,0,0,6,3
Manuj G,4,queensland,Oct-16,3,0,0,0,2,7,2
AlunWatkins,5,null,Oct-16,0,0,0,0,0,2,1
Graeme R,5,malaysia,Oct-16,0,0,0,0,1,4,0
Emily Y,4,new york,Oct-16,1,1,1,0,1,9,2
100ngc,4,null,Oct-16,0,0,0,3,0,7,2
Rob W,5,australia,Oct-16,0,1,0,0,5,13,1
Esteban J,1,gloucester,Oct-16,0,3,0,0,0,9,-1
michellesue_p,5,australia,Oct-16,0,6,0,0,3,12,0
dicernedtraveller,5,norway,Oct-16,0,0,0,0,1,11,2
Margaret R,5,australia,Oct-16,0,0,0,0,0,7,1
Vestfoldgirl,5,perth,Oct-16,0,0,0,0,0,2,1
russcow,4,england,Oct-16,0,4,0,0,4,7,1
rwlid,3,null,Oct-16,0,0,0,0,0,6,0
Magenta56,5,australia,Oct-16,2,0,0,0,1,8,2
suteranggun,4,maharashtra,Oct-16,0,0,0,3,2,14,0
Anne Marie J,5,australia,Oct-16,1,0,0,1,2,8,2
Varsha_Manohar,4,aust,Oct-16,0,0,0,0,0,9,1
CleoBKK,4,southsea,Oct-16,0,0,0,0,0,7,1
colinjb,5,texas,Sep-16,0,0,0,1,0,4,1
Aldert V,3,null,Sep-16,0,0,0,1,4,10,1
Mike B,4,australia,Sep-16,2,0,0,0,1,6,1
Dan C,4,bournemouth,Sep-16,0,0,0,0,3,2,0
Jasp08,5,australia,Sep-16,0,0,0,0,0,15,2
happydaysBournemouth,4,null,Sep-16,0,0,0,-1,1,4,0
FloraZou,4,australia,Sep-16,0,0,0,1,1,7,1
Narendra M,4,switzerland,Sep-16,0,0,0,0,0,7,0
Michael E,4,null,Sep-16,4,0,0,0,4,8,1
AndreasnovemberV,2,sydney,Sep-16,0,-1,-1,0,-1,0,1
Glenn K,4,australia,Sep-16,0,3,0,0,0,8,0
SydneyGlobalShopper,5,australia,Sep-16,0,0,0,0,7,15,0
wils0ncm,4,australia,Sep-16,0,0,0,0,3,7,4
Monaliza G,5,canada,Sep-16,0,0,0,0,7,15,0
Linda C,5,iceland,Sep-16,0,0,0,0,1,6,0
jeffreyhunt,5,maryland,Sep-16,0,0,0,0,5,7,1
Koalamamma,5,australia,Sep-16,0,0,0,0,4,6,1
Darren L,4,null,Sep-16,0,0,0,0,1,9,2
5Pax,2,schweiz,Sep-16,0,0,0,0,1,4,1
Cynthia F,5,bangkok,Sep-16,0,0,0,0,7,12,1
RenatoMo,5,wales,Sep-16,0,1,0,0,3,11,1
chorpetk,4,london uk,Sep-16,0,0,0,0,4,11,2
Andrew K,4,united kingdom,Sep-16,0,0,-1,0,-1,3,1
Happytiler,4,kenya,Sep-16,0,0,0,0,5,7,1
Josh L,4,italy,Sep-16,0,0,0,0,4,10,2
Marco S,4,singapore,Sep-16,0,0,0,0,0,5,1
ChristianMoss,3,australia,Sep-16,0,0,0,0,0,8,0
Derlina,4,indonesia,Sep-16,0,0,0,0,0,7,0
cplsctn,4,india,Sep-16,0,0,0,0,7,11,1
Sigitpramono,5,new zealand,Sep-16,0,0,0,0,3,12,1
Philip P,4,new zealand,Sep-16,0,0,0,0,2,7,1
seanakl,5,australia,Sep-16,0,0,0,0,1,4,2
felix c,4,australia,Sep-16,0,0,0,0,2,8,0
reg223,5,singapore,Sep-16,0,0,0,0,5,8,0
jennifernassaris,4,australia,Sep-16,0,0,0,0,4,10,1
edt0,4,hallett cove,Sep-16,1,0,1,0,0,8,2
Jovan K,5,australia,Sep-16,0,0,0,0,4,6,0
JONHallettCove J,5,null,Sep-16,0,0,0,0,2,9,1
mykilkenny,4,australia,Sep-16,0,0,0,0,1,7,2
liop928,1,null,Sep-16,0,0,0,0,1,10,0
Frizzaroo,5,australia,Sep-16,0,3,0,3,3,9,2
Mohd W,4,california,Sep-16,0,0,0,0,0,11,0
Dan H,4,ga,Sep-16,2,0,2,0,0,3,0
Jim M,4,united kingdom,Sep-16,0,0,0,0,1,8,1
ats262m,5,india,Sep-16,0,0,0,0,4,7,1
TerryMinuit,3,null,Sep-16,1,0,0,0,2,7,1
ZAHIR2012,1,australia,Sep-16,1,0,0,1,1,4,-1
Tony D,5,australia,Sep-16,0,0,0,0,2,4,1
Pjwksb,4,dubai,Sep-16,0,0,0,0,1,3,1
Chris C,4,havant hants,Sep-16,3,2,0,0,5,12,1
Shantoosie,5,australia,Sep-16,0,0,0,0,2,8,1
bel1966,5,null,Aug-16,0,0,0,0,5,10,1
thanksmate,4,australia,Aug-16,2,0,0,0,4,13,2
Dilchi,5,australia,Aug-16,0,0,0,0,1,2,2
2371mount,4,united kingdom,Aug-16,0,0,0,0,0,7,3
jingga18,5,rouse hill,Aug-16,0,0,0,0,1,11,1
jasonnoble1,5,null,Aug-16,0,0,0,0,3,9,1
Steven G,5,null,Aug-16,4,0,0,0,4,13,0
Andrew S,4,china,Aug-16,0,0,0,0,3,10,0
milesgc,5,null,Aug-16,0,0,0,0,5,10,3
Ashy J,1,philippines,Aug-16,0,0,0,0,1,4,-1
Mah_Murrini,4,united kingdom,Aug-16,0,1,0,0,2,8,1
Ella_Salita,4,australia,Aug-16,0,0,0,0,2,9,1
Mrcoolweb,5,india,Aug-16,0,0,0,0,3,4,1
Theresa W,5,illinois,Aug-16,0,0,0,0,3,7,1
khurana80,5,australia,Aug-16,0,3,0,0,3,8,2
bnova72,5,united kingdom,Aug-16,0,0,0,0,1,4,1
Salisburyboys,4,null,Aug-16,0,0,0,0,3,4,0
Ian L,5,torquay england,Aug-16,0,0,0,0,1,4,2
woominw,5,bournemouth,Aug-16,1,0,0,1,3,14,1
exloafer,4,australia,Aug-16,0,0,0,2,3,8,2
RamblerBournemouth,5,null,Aug-16,0,0,0,0,4,11,0
Edward N,4,null,Aug-16,0,0,0,0,6,13,1
jjkiwi,4,indonesia,Aug-16,1,0,0,0,0,4,1
C S,5,norway,Aug-16,0,0,0,0,1,6,0
YUFEC11,3,california,Aug-16,0,0,0,0,1,4,0
Arne S,3,oregon,Aug-16,0,0,0,0,2,6,0
james p,4,nairobi,Aug-16,0,0,0,0,0,6,1
pdxworldtravler,4,australia,Aug-16,1,0,0,0,3,12,0
RKM466,4,united kingdom,Aug-16,0,1,0,0,4,10,1
jacquiphil,5,suffolk,Aug-16,0,0,0,0,0,7,1
Katrina Z,5,bangalore,Aug-16,0,3,0,0,0,3,3
tryanythingonce,4,united kingdom,Aug-16,0,0,0,0,3,7,1
Subrus,3,australia,Aug-16,0,0,0,0,2,9,0
GDP1967,4,australia,Aug-16,0,0,0,0,0,3,0
Carolyn G,5,null,Aug-16,5,0,0,0,5,12,1
